,province,city,url
171,湖北,咸宁,www.xianning.gov.cn
172,湖北,荆州,www.jingzhou.gov.cn
173,湖北,宜昌,www.yichang.gov.cn
174,湖北,恩施,www.enshi.gov.cn
175,湖北,神农架,www.snj.gov.cn
176,湖北,十堰,www.shiyan.gov.cn
177,湖北,随州,www.suizhou.gov.cn
178,湖北,荆门,www.jingmen.gov.cn
179,湖北,仙桃,www.xiantao.gov.cn
180,湖北,天门,www.tianmen.gov.cn
181,湖北,潜江,www.hbqj.gov.cn
182,湖南,岳阳,www.yueyang.gov.cn
183,湖南,长沙,www.changsha.gov.cn
184,湖南,湘潭,www.xiangtan.gov.cn
185,湖南,株洲,www.zhuzhou.gov.cn
186,湖南,衡阳,www.hengyang.gov.cn
187,湖南,郴州,www.czs.gov.cn
188,湖南,常德,www.changde.gov.cn
189,湖南,益阳,www.yiyangcity.gov.cn
190,湖南,娄底,www.hnloudi.gov.cn
191,湖南,邵阳,www.shaoyang.gov.cn
192,湖南,湘西,www.xxz.gov.cn
193,湖南,张家界,www.zjj.gov.cn
194,湖南,怀化,www.huaihua.gov.cn
195,湖南,永州,www.yzcity.gov.cn
196,广东,广州,www.gz.gov.cn
197,广东,汕尾,www.shanwei.gov.cn
198,广东,阳江,www.yangjiang.gov.cn
199,广东,揭阳,www.jieyang.gov.cn
200,广东,茂名,www.maoming.gov.cn
201,广东,惠州,www.huizhou.gov.cn
202,广东,江门,www.jiangmen.gov.cn
203,广东,韶关,www.shaoguan.gov.cn
204,广东,梅州,www.meizhou.gov.cn
205,广东,汕头,www.shantou.gov.cn
206,广东,深圳,www.sz.gov.cn
207,广东,珠海,www.zhuhai.gov.cn
208,广东,佛山,www.foshan.gov.cn
209,广东,肇庆,www.zhaoqing.gov.cn
210,广东,湛江,www.zhanjiang.gov.cn
211,广东,河源,www.heyuan.gov.cn
212,广东,清远,www.gdqy.gov.cn
213,广东,云浮,www.yunfu.gov.cn
214,广东,潮州,www.chaozhou.gov.cn
215,广东,东莞,www.dg.gov.cn
216,海南,海口,www.haikou.gov.cn
217,海南,三亚,www.sanya.gov.cn
218,海南,五指山,www.wzs.gov.cn
219,海南,琼海,www.qionghai.gov.cn
220,海南,儋州,www.danzhou.gov.cn
221,海南,文昌,www.wenchang.gov.cn
222,海南,万宁,wanning.hainan.gov.cn
223,海南,东方,dongfang.hainan.gov.cn
224,海南,澄迈,www.chengmai.gov.cn
225,海南,定安,www.dingan.gov.cn
226,海南,屯昌,tunchang.hainan.gov.cn/tcgov
227,海南,临高,www.lingao.gov.cn
228,海南,白沙,baisha.hainan.gov.cn
229,海南,昌江,www.changjiang.gov.cn
230,海南,乐东,ledong.hainan.gov.cn
231,海南,陵水,www.lingshui.gov.cn
232,海南,保亭,baoting.hainan.gov.cn
233,海南,琼中,www.qiongzhong.gov.cn
234,海南,洋浦,www.yangpu.gov.cn
235,广西,防城港,www.fcgs.gov.cn
236,广西,南宁,www.nanning.gov.cn
237,广西,崇左,www.chongzuo.gov.cn
238,广西,来宾,www.laibin.gov.cn
239,广西,柳州,www.liuzhou.gov.cn
240,广西,桂林,www.guilin.gov.cn
241,广西,梧州,www.wuzhou.gov.cn
242,广西,贺州,www.gxhz.gov.cn
243,广西,贵港,www.gxgg.gov.cn
244,广西,玉林,www.yulin.gov.cn
245,广西,百色,www.baise.gov.cn
246,广西,钦州,www.qinzhou.gov.cn
247,广西,河池,www.gxhc.gov.cn
248,广西,北海,www.beihai.gov.cn
249,甘肃,兰州,www.lz.gansu.gov.cn
250,甘肃,金昌,www.jc.gansu.gov.cn
251,甘肃,白银,www.baiyin.cn
252,甘肃,天水,www.tianshui.gov.cn
253,甘肃,嘉峪关,www.jyg.gansu.gov.cn
254,甘肃,武威,www.ww.gansu.gov.cn
255,甘肃,张掖,www.zhangye.gov.cn
256,甘肃,平凉,www.pingliang.gov.cn
257,甘肃,酒泉,www.jiuquan.gov.cn
258,甘肃,庆阳,www.zgqy.gov.cn
259,甘肃,定西,www.dx.gansu.gov.cn
260,甘肃,陇南,www.longnan.gov.cn
261,甘肃,临夏,www.linxia.gov.cn
262,甘肃,甘南,www.gn.gansu.gov.cn
263,陕西,西安,www.xa.gov.cn
264,陕西,咸阳,www.xianyang.gov.cn
265,陕西,延安,www.yanan.gov.cn
266,陕西,榆林,www.yl.gov.cn
267,陕西,渭南,www.weinan.gov.cn
268,陕西,商洛,www.shangluo.gov.cn
269,陕西,安康,www.ankang.gov.cn
270,陕西,汉中,www.hanzhong.gov.cn
271,陕西,宝鸡,www.baoji.gov.cn
272,陕西,铜川,www.tongchuan.gov.cn
273,新疆,塔城,www.xjtc.gov.cn
274,新疆,哈密,www.hami.gov.cn
275,新疆,和田,www.xjht.gov.cn
276,新疆,阿勒泰,www.xjalt.gov.cn
277,新疆,克孜勒,www.xjkz.gov.cn
278,新疆,博尔塔拉,www.xjboz.gov.cn
279,新疆,克拉玛依,www.klmy.gov.cn
280,新疆,乌鲁木齐,www.urumqi.gov.cn
281,新疆,石河子,www.shz.gov.cn
282,新疆,昌吉,www.cj.gov.cn
283,新疆,五家渠,www.wjq.gov.cn
284,新疆,吐鲁番,www.tlf.gov.cn
285,新疆,巴音郭楞,www.xjbz.gov.cn
286,新疆,阿克苏,www.aks.gov.cn
287,新疆,阿拉尔,www.nys.gov.cn
288,新疆,喀什,www.kashi.gov.cn
289,新疆,图木舒克,www.xjtmsk.gov.cn
290,新疆,伊犁,www.xjyl.gov.cn
291,青海,海北,www.qhhb.gov.cn
292,青海,西宁,www.xining.gov.cn
293,青海,海东,www.haidong.gov.cn
294,青海,黄南,www.huangnan.gov.cn
295,青海,海南,www.hainan.gov.cn
296,青海,果洛,www.guoluo.gov.cn
297,青海,玉树,www.qhys.gov.cn
298,青海,海西,www.haixi.gov.cn
299,宁夏,银川,www.yinchuan.gov.cn
300,宁夏,石嘴山,www.nxszs.gov.cn
301,宁夏,吴忠,www.wzzw.gov.cn
302,宁夏,固原,www.nxgy.gov.cn
303,宁夏,中卫,www.nxzw.gov.cn
304,四川,成都,www.chengdu.gov.cn
305,四川,攀枝花,www.panzhihua.gov.cn
306,四川,自贡,www.zg.gov.cn
307,四川,绵阳,www.mianyang.gov.cn
308,四川,南充,www.nanchong.gov.cn
309,四川,达州,www.dazhou.gov.cn
310,四川,遂宁,www.suining.gov.cn
311,四川,广安,www.guang-an.gov.cn
312,四川,巴中,www.cnbz.gov.cn
313,四川,泸州,www.luzhou.gov.cn
314,四川,宜宾,www.yibin.gov.cn
315,四川,资阳,www.ziyang.gov.cn
316,四川,内江,www.neijiang.gov.cn
317,四川,乐山,www.leshan.gov.cn
318,四川,眉山,www.ms.gov.cn
319,四川,凉山,www.lsz.gov.cn
320,四川,雅安,www.yaan.gov.cn
321,四川,甘孜,www.gzz.gov.cn
322,四川,阿坝,www.abazhou.gov.cn
323,四川,德阳,www.deyang.gov.cn
324,贵州,贵阳,www.gygov.gov.cn
325,贵州,遵义,www.zunyi.gov.cn
326,贵州,安顺,www.anshun.gov.cn
327,贵州,黔南,www.qiannan.gov.cn
328,贵州,黔东南,www.qdn.gov.cn
329,贵州,铜仁,www.tongren.gov.cn
330,贵州,毕节,www.bijie.gov.cn
331,贵州,六盘水,www.gzlps.gov.cn
332,贵州,黔西南,www.qxn.gov.cn
333,云南,西双版纳,www.xsbn.gov.cn
334,云南,德宏,www.dh.gov.cn
335,云南,昭通,www.zt.gov.cn
336,云南,昆明,www.km.gov.cn
337,云南,大理,www.dali.gov.cn
338,云南,红河,www.hh.gov.cn
339,云南,曲靖,www.qj.gov.cn
340,云南,保山,www.baoshan.gov.cn
341,云南,文山,www.ynws.gov.cn
342,云南,玉溪,www.yuxi.gov.cn
343,云南,楚雄,www.cxz.gov.cn
344,云南,普洱,www.puershi.gov.cn
345,云南,临沧,www.lincang.gov.cn
346,云南,怒江,www.nujiang.gov.cn
347,云南,迪庆,www.diqing.gov.cn
348,云南,丽江,www.lijiang.gov.cn
349,西藏,拉萨,www.lasa.gov.cn
350,西藏,日喀则,www.rkzw.cn
351,西藏,山南,www.xzsnw.com
352,西藏,林芝,www.linzhi.gov.cn
353,西藏,昌都,www.xzcd.com
354,西藏,那曲,www.naqu.net
355,西藏,阿里,www.xzali.gov.cn
356,台湾,台北,暂无
357,台湾,高雄,暂无
358,台湾,基隆,暂无
359,台湾,台中,暂无
360,台湾,台南,暂无
361,台湾,新竹,暂无
362,台湾,嘉义,暂无
363,澳门,澳门,www.gov.mo
